group,country_code,name,overall,confidence,source_url,source_name
C,SCO,John Souttar,73,high,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/john-souttar/212516,
C,SCO,Dominic Hyam,71,high,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dominic-hyam/221281,
C,SCO,Ben Gannon-Doak,71,medium,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ben-doak/266815,
C,SCO,George Hirst,72,high,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/george-hirst/233602,
C,SCO,Lewis Ferguson,78,high,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lewis-ferguson/242280,
C,SCO,Lawrence Shankland,73,high,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lawrence-shankland/216218,
C,SCO,Craig Gordon,67,high,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/craig-gordon/53110,
C,SCO,Nathan Patterson,71,high,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nathan-patterson/257896,
C,SCO,Kenny McLean,72,high,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kenny-mclean/201368,
C,SCO,Anthony Ralston,71,high,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/anthony-ralston/234072,
C,SCO,Findlay Curtis,63,high,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/findlay-curtis/76784,
C,SCO,Scott McKenna,75,high,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/scott-mckenna/225974,
D,AUS,Mathew Ryan,79,medium,https://www.fifacm.com/player/199005/mathew-ryan/changelog,
D,AUS,Miloš Degenek,68,medium,https://www.fifacm.com/26/player/229585,
D,AUS,Alessandro Circati,72,high,https://www.fcratings.com/alessandro-circati-268913,
D,AUS,Jacob Italiano,66,high,https://www.fcratings.com/jacob-italiano-241552,
D,AUS,Jordan Bos,74,high,https://www.fcratings.com/jordan-bos-260521,
D,AUS,Mathew Leckie,70,high,https://www.fcratings.com/mathew-leckie-195033,
D,AUS,Connor Metcalfe,69,high,https://www.fcratings.com/connor-metcalfe-240648,
D,AUS,Mohamed Touré,69,high,https://www.fcratings.com/mohamed-toure-255767,
D,AUS,Ajdin Hrustic,68,high,https://www.fcratings.com/ajdin-hrustic-237647,
D,AUS,Awer Mabil,68,high,https://www.fcratings.com/awer-mabil-212830,
D,AUS,Paul Izzo,72,high,https://www.fcratings.com/paul-izzo-204424,
D,AUS,Aiden O'Neill,70,high,https://www.ea.com/en/games/ea-sports-fc/ratings/player-ratings/aiden-o-neill/230888,
D,AUS,Kai Trewin,69,high,https://www.fcratings.com/kai-trewin-252700,
D,AUS,Aziz Behich,67,high,https://www.fcratings.com/aziz-behich-202157,
D,AUS,Nestory Irankunda,69,high,https://www.fcratings.com/nestory-irankunda-266245,
D,AUS,Patrick Beach,66,high,https://www.fcratings.com/patrick-beach-267599,
D,AUS,Harry Souttar,72,high,https://www.fcratings.com/harry-souttar-229901,
D,AUS,Cristian Volpato,70,high,https://www.fcratings.com/cristian-volpato-265761,
D,AUS,Cameron Burgess,73,high,https://www.fcratings.com/cameron-burgess-216744,
D,AUS,Jackson Irvine,74,high,https://www.fcratings.com/jackson-irvine-211378,
D,AUS,Nishan Velupillay,65,high,https://www.fcratings.com/nishan-velupillay-262039,
D,AUS,Paul Okon-Engstler,60,medium,https://www.fifacm.com/player/80236/paul-okon-engstler,
D,AUS,Lucas Herrington,60,high,https://www.fcratings.com/lucas-herrington-75145,
D,AUS,Tete Yengi,59,high,https://www.fcratings.com/tete-yengi-260386,
